vehicle_id,timestamp,longitude,latitude
VIP-01,2026-04-20 13:58:22.682766,116.391036,39.90631
VIP-01,2026-04-20 13:58:23.682766,116.39083666666667,39.90630383333333
VIP-01,2026-04-20 13:58:24.682766,116.39063733333333,39.90629766666667
VIP-01,2026-04-20 13:58:25.682766,116.390438,39.906291499999995
VIP-01,2026-04-20 13:58:26.682766,116.39023866666668,39.90628533333333
VIP-01,2026-04-20 13:58:27.682766,116.39003933333333,39.906279166666664
VIP-01,2026-04-20 13:58:28.682766,116.38984,39.906273
VIP-01,2026-04-20 13:58:29.682766,116.389635,39.9062665
VIP-01,2026-04-20 13:58:30.682766,116.38943,39.90626
VIP-01,2026-04-20 13:58:31.682766,116.389446,39.906016
VIP-01,2026-04-20 13:58:32.682766,116.3896555,39.9060225
VIP-01,2026-04-20 13:58:33.682766,116.389865,39.906029
VIP-01,2026-04-20 13:58:34.682766,116.39006257142857,39.906034999999996
VIP-01,2026-04-20 13:58:35.682766,116.39026014285714,39.906040999999995
VIP-01,2026-04-20 13:58:36.682766,116.39045771428572,39.906046999999994
VIP-01,2026-04-20 13:58:37.682766,116.39065528571429,39.906053
VIP-01,2026-04-20 13:58:38.682766,116.39085285714286,39.906059
VIP-01,2026-04-20 13:58:39.682766,116.39105042857143,39.906065
VIP-01,2026-04-20 13:58:40.682766,116.39124799999999,39.906071
VIP-01,2026-04-20 13:58:41.682766,116.39144557142856,39.906076999999996
VIP-01,2026-04-20 13:58:42.682766,116.39164314285713,39.906082999999995
VIP-01,2026-04-20 13:58:43.682766,116.3918407142857,39.906088999999994
VIP-01,2026-04-20 13:58:44.682766,116.39203828571428,39.906095
VIP-01,2026-04-20 13:58:45.682766,116.39223585714285,39.906101
VIP-01,2026-04-20 13:58:46.682766,116.39243342857142,39.906107
VIP-01,2026-04-20 13:58:47.682766,116.392631,39.906113
VIP-01,2026-04-20 13:58:48.682766,116.392856,39.9061195
VIP-01,2026-04-20 13:58:49.682766,116.393081,39.906126
VIP-01,2026-04-20 13:58:50.682766,116.39329033333333,39.906133
VIP-01,2026-04-20 13:58:51.682766,116.39349966666667,39.90614
VIP-01,2026-04-20 13:58:52.682766,116.393709,39.906147
VIP-01,2026-04-20 13:58:53.682766,116.39393100000001,39.90615333333333
VIP-01,2026-04-20 13:58:54.682766,116.394153,39.90615966666667
VIP-01,2026-04-20 13:58:55.682766,116.394375,39.906166
VIP-01,2026-04-20 13:58:56.682766,116.394597,39.90617233333333
VIP-01,2026-04-20 13:58:57.682766,116.39481900000001,39.90617866666667
VIP-01,2026-04-20 13:58:58.682766,116.395041,39.906185
VIP-01,2026-04-20 13:58:59.682766,116.39524312500001,39.9061925
VIP-01,2026-04-20 13:59:00.682766,116.39544525000001,39.9062
VIP-01,2026-04-20 13:59:01.682766,116.39564737500001,39.9062075
VIP-01,2026-04-20 13:59:02.682766,116.3958495,39.906215
VIP-01,2026-04-20 13:59:03.682766,116.396051625,39.9062225
VIP-01,2026-04-20 13:59:04.682766,116.39625375,39.90623
VIP-01,2026-04-20 13:59:05.682766,116.396455875,39.906237499999996
VIP-01,2026-04-20 13:59:06.682766,116.396658,39.906245
VIP-01,2026-04-20 13:59:07.682766,116.397139,39.906315
VIP-01,2026-04-20 13:59:08.682766,116.397406,39.906343
VIP-01,2026-04-20 13:59:09.682766,116.39767925,39.906356
VIP-01,2026-04-20 13:59:10.682766,116.3978885,39.906363
VIP-01,2026-04-20 13:59:11.682766,116.39809775,39.906369999999995
VIP-01,2026-04-20 13:59:12.682766,116.398307,39.906377
VIP-01,2026-04-20 13:59:13.682766,116.39851625,39.906384
VIP-01,2026-04-20 13:59:14.682766,116.3987255,39.906391
VIP-01,2026-04-20 13:59:15.682766,116.39893475,39.906397999999996
VIP-01,2026-04-20 13:59:16.682766,116.39914399999999,39.906405
VIP-01,2026-04-20 13:59:17.682766,116.39935324999999,39.906412
VIP-01,2026-04-20 13:59:18.682766,116.3995625,39.906419
VIP-01,2026-04-20 13:59:19.682766,116.39977175,39.906425999999996
VIP-01,2026-04-20 13:59:20.682766,116.399981,39.906433
VIP-01,2026-04-20 13:59:21.682766,116.400255,39.906437
VIP-01,2026-04-20 13:59:22.682766,116.400556,39.90645
VIP-01,2026-04-20 13:59:23.682766,116.400407,39.906607
VIP-01,2026-04-20 13:59:24.682766,116.400414,39.906809
